מ.במחסן,מחס,מספר פריט,שם פריט,מספר חליפי,***,כמות במלאי
,0,04WB24DWN604,גלשן ווינג 24 DWNWNDR מ 6.4,42240-3660,,
,0,04WB24DWN610,גלשן ווינג 24 DWNWNDR מ 6.10,42240-3660,,
,0,04WB24DWN72,גלשן ווינג 24 DWNWNDR מ 7.2,42240-3660,,
,0,04WB24DWN78,גלשן ווינג 24 DWNWNDR מ 7.8,42240-3660,,
,0,04WB24DWNA710,גלשן ווינג 24 DWNWNDR A מ 7.10,42240-3661,,
,0,04WB24SKY411,גלשן ווינג 24 SKY מ 4.11,42240-3606,,
,0,04WB24SKY501,גלשן ווינג 24 SKY מ 5.1,42240-3606,,
,0,04WB24SKY503,גלשן ווינג 24 SKY מ 5.3,42240-3604,,
,0,04WB24SKY505,גלשן ווינג 24 SKY מ 5.5,42240-3604,,
,0,04WB24SKY507,גלשן ווינג 24 SKY מ 5.7,42240-3604,,
,0,04WB24SKY509,גלשן ווינג 24 SKY מ 5.9,42240-3604,,
,0,04WB24SKYSLS404,גלשן ווינג 24 SKY SLS מ 4.4,42240-3601,,1.00
,0,04WB24SKYSLS405,גלשן ווינג 24 SKY SLS מ 4.5,42240-3602,,
,0,04WB24SKYSLS407,גלשן ווינג 24 SKY SLS מ 4.7,42240-3602,,
,0,04WB24SKYSLS409,גלשן ווינג 24 SKY SLS מ 4.9,42240-3602,,
,0,04WB24SKYSLS411,גלשן ווינג 24 SKY SLS מ 4.11,42240-3602,,
,0,04WB24SKYSLS501,גלשן ווינג 24 SKY SLS מ 5.1,42240-3602,,
,0,04WB24SKYSLS503,גלשן ווינג 24 SKY SLS מ 5.3,42240-3603,,
,0,04WB24SKYSLS505,גלשן ווינג 24 SKY SLS מ 5.5,42240-3603,,
,0,04WB24START67,גלשן ווינג SKY START 6.7,42240-3605,,1.00
,0,04WB25BRI508,גלשן ווינג SKYBRID 5.08 25,42250-3611,,1.00
,0,04WB25BRI510,גלשן ווינג SKYBRID 5.10 25,42250-3611,,
,0,04WB25BRI601,גלשן ווינג מתנפ SKYBRID 6.1 25,42250-3612,,
,0,04WB25BRID504,גלשן ווינג SKYBRID SLS 5.04 25,42250-3610,,
,0,04WB25BRID506,גלשן ווינג SKYBRID SLS 5.06 25,42250-3610,,1.00
,0,04WB25BRID508,גלשן ווינג SKYBRID SLS 5.08 25,42250-3610,,
,0,04WB25BRID510,גלשן ווינג SKYBRID SLS 5.10 25,42250-3610,,1.00
,0,04WB25CRS46,גלשן פרון CRUSH SLS 4.6 25,42250-3609,,4.00
,0,04WB25DWN76,גלשן ווינג 25 DOWNWINDER 7.6,42250-3662,,
,0,04WB25SKY411,גלשן ווינג 25 STYLE 4.11,42250-3606,,1.00
,0,04WB25SKY501,גלשן ווינג 25 STYLE 5.01,42250-3606,,
,0,04WB25SKY505,גלשן ווינג 25 FREE 5.05,42250-3604,,
