ענף ספורט,קטגוריה,שם מוצר,תכונה 1,תכונה 2,"מק""ט",מחיר רגיל (₪),מחיר מבצע (₪),מלאי,URL מוצר
גלישת רוח,גלישת רוח,אפודת ציפה אימפקט KOMPACT,L,,06W05K03,802,,אזל,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%90%d7%99%d7%9e%d7%a4%d7%a7%d7%98-kompact/
גלישת רוח,גלישת רוח,אפודת ציפה אימפקט NEO Flow,,,06W05FNBK01,802,,המלאי אזל,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%90%d7%99%d7%9e%d7%a4%d7%a7%d7%98-neo-flow/
גלישת רוח,גלישת רוח,אפודת ציפה לגלישה ושייט אוניל O'Neill,extra-extra-large,,11B5570XXL,460,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%94-%d7%90%d7%95%d7%a0%d7%99%d7%9c-oneill/
גלישת רוח,גלישת רוח,אפודת ציפה לגלישה ושייט אוניל O'Neill,extra-small,,11B5570XS,453,,נשארו במלאי רק 2,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%94-%d7%90%d7%95%d7%a0%d7%99%d7%9c-oneill/
גלישת רוח,גלישת רוח,אפודת ציפה לגלישה ושייט אוניל O'Neill,extra-large,,11B5570XL,460,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%94-%d7%90%d7%95%d7%a0%d7%99%d7%9c-oneill/
גלישת רוח,גלישת רוח,אפודת ציפה לגלישה ושייט אוניל O'Neill,large,,11B5570L,460,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%94-%d7%90%d7%95%d7%a0%d7%99%d7%9c-oneill/
גלישת רוח,גלישת רוח,אפודת ציפה לגלישה ושייט אוניל O'Neill,medium,,11B5570M,460,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%94-%d7%90%d7%95%d7%a0%d7%99%d7%9c-oneill/
גלישת רוח,גלישת רוח,אפודת ציפה לגלישה ושייט אוניל O'Neill,small,,11B5570S,460,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%9c%d7%92%d7%9c%d7%99%d7%a9%d7%94-%d7%90%d7%95%d7%a0%d7%99%d7%9c-oneill/
גלישת רוח,גלישת רוח,בורג לסנפיר עם ידית,,,093X045,,,,https://yamitysb.co.il/product/%d7%91%d7%95%d7%a8%d7%92-%d7%9c%d7%a1%d7%a0%d7%a4%d7%99%d7%a8-%d7%a2%d7%9d-%d7%99%d7%93%d7%99%d7%aa/
ווינג פויל,ווינג פויל,2026 FLOAT SLS,,,אין מידע,,,מוצר זה חסר כרגע במלאי ואינו זמין.,https://yamitysb.co.il/product/float-sls/
ווינג פויל,ווינג פויל,FLOAT 2026,,,אין מידע,,,מוצר זה חסר כרגע במלאי ואינו זמין.,https://yamitysb.co.il/product/float/
ווינג פויל,ווינג פויל,Sky Free 2026,,,אין מידע,,,מוצר זה חסר כרגע במלאי ואינו זמין.,https://yamitysb.co.il/product/sky-free-2026/
ווינג פויל,ווינג פויל,Stash,3.4,C15:purple/dark-grey,04P26STASH34P,3700,,נשארו במלאי רק 2,https://yamitysb.co.il/product/stash-%d7%91%d7%a7%d7%a8%d7%95%d7%91/
ווינג פויל,ווינג פויל,Stash,4.0,C13:lime/white,04P26STASH40L,3800,,נשארו במלאי רק 1,https://yamitysb.co.il/product/stash-%d7%91%d7%a7%d7%a8%d7%95%d7%91/
ווינג פויל,ווינג פויל,Stash,4.0,C14:white/black,04P26STASH40,3800,,אזל,https://yamitysb.co.il/product/stash-%d7%91%d7%a7%d7%a8%d7%95%d7%91/
ווינג פויל,ווינג פויל,Stash,4.0,C15:purple/dark-grey,04P26STASH40P,3800,,נשארו במלאי רק 3,https://yamitysb.co.il/product/stash-%d7%91%d7%a7%d7%a8%d7%95%d7%91/
ווינג פויל,ווינג פויל,Stash,4.8,C14:white/black,04P26STASH48,3900,,אזל,https://yamitysb.co.il/product/stash-%d7%91%d7%a7%d7%a8%d7%95%d7%91/
ווינג פויל,ווינג פויל,Stash,4.8,C15:purple/dark-grey,04P26STASH48P,3900,,נשארו במלאי רק 1,https://yamitysb.co.il/product/stash-%d7%91%d7%a7%d7%a8%d7%95%d7%91/
גלישת גלים,גלישת גלים,אסטרודק אחורי לגלשן גלים,,,090ZR1101,196,,המלאי אזל,https://yamitysb.co.il/product/%d7%90%d7%a1%d7%98%d7%a8%d7%95%d7%93%d7%a7-%d7%90%d7%97%d7%95%d7%a8%d7%99-%d7%9c%d7%92%d7%9c%d7%a9%d7%9f-%d7%92%d7%9c%d7%99%d7%9d/
גלישת גלים,גלישת גלים,גלשן Poquito Bandito 7'4,,,090ZG0171,7080,,נשארו במלאי רק 1,https://yamitysb.co.il/product/poquito-bandito-74/
גלישת גלים,גלישת גלים,גלשן Poquito Bandito 7'4,,,090ZG017,7080,,נשארו במלאי רק 1,https://yamitysb.co.il/product/poquito-bandito-74-2/
גלישת גלים,גלישת גלים,גלשן Poquito Bandito 7'4,,,090ZG0172,7080,,נשארו במלאי רק 1,https://yamitysb.co.il/product/poquito-bandito-74-3/
גלישת גלים,גלישת גלים,גלשן Poquito Bandito 8'0,,,090ZG0182,7283,,נשארו במלאי רק 1,https://yamitysb.co.il/product/poquito-bandito-80/
גלישת גלים,גלישת גלים,גלשן Poquito Bandito 8'0,,,090ZG0181,7283,,נשארו במלאי רק 1,https://yamitysb.co.il/product/poquito-bandito-80-2/
גלישת גלים,גלישת גלים,גלשן גלים PIKO – EL RAY,49,,090ZPI133,2731,2500,נשארו במלאי רק 1,https://yamitysb.co.il/product/piko-el-ray/
גלישת גלים,גלישת גלים,גלשן גלים PIKO – EL RAY,69-2,,090ZPI134,2731,2500,נשארו במלאי רק 1,https://yamitysb.co.il/product/piko-el-ray/
גלישת גלים,גלישת גלים,גלשן גלים PIKO – MANGO,85-2,,090ZPI208,2225,1990,נשארו במלאי רק 1,https://yamitysb.co.il/product/piko-mango/
גלישת גלים,גלישת גלים,גלשן גלים PIKO – MANGO,06,,090ZPI212,2225,1990,אזל,https://yamitysb.co.il/product/piko-mango/
גלישת גלים,גלישת גלים,גלשן גלים RYD – Sea Movie,,,090Z043492,2114,2114,נשארו במלאי רק 1,https://yamitysb.co.il/product/ryd-sea-movie/
גלישת גלים,גלישת גלים,גלשן גלים סופט FOCUS,8',,090Z042,1503,,נשארו במלאי רק 3,https://yamitysb.co.il/product/%d7%91%d7%95%d7%92%d7%99/
גלישת גלים,גלישת גלים,גלשן גלים סופט FOCUS,9',,090Z043,1906,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%91%d7%95%d7%92%d7%99/
גלישת גלים,גלישת גלים,גלשן גלים ראסטי RUSTY –  DWART TOO,85-2,pu,090ZRU517A,3338,2350,אזל,https://yamitysb.co.il/product/rusty-dwart/
גלישת גלים,גלישת גלים,גלשן גלים ראסטי RUSTY –  DWART TOO,75,eps,090ZRU561A,3338,2650,אזל,https://yamitysb.co.il/product/rusty-dwart/
גלישת גלים,גלישת גלים,גלשן גלים ראסטי RUSTY –  DWART TOO,06,pu,090ZRU519,2933,2350,אזל,https://yamitysb.co.il/product/rusty-dwart/
ביגוד גלישה,ביגוד ימי,אפודת ציפה אוניל נוער,,,11F0200,200,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%90%d7%95%d7%a0%d7%99%d7%9c-%d7%a0%d7%95%d7%a2%d7%a8/
ביגוד גלישה,ביגוד ימי,אפודת ציפה אוניל סופרלייט,small,,11F02001S,400,299,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-superlight/
ביגוד גלישה,ביגוד ימי,אפודת ציפה אוניל סופרלייט,medium,,11F02001M,400,299,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-superlight/
קיאקים,קיאקים,Dansprint SAM,,,03V600,9129,,המלאי אזל,https://yamitysb.co.il/product/dansprint-sam/
קיאקים,קיאקים,אביזרים וחלקי חילוף לקיאקי Sit on top,,,אין מידע,,,מוצר זה חסר כרגע במלאי ואינו זמין.,https://yamitysb.co.il/product/%d7%90%d7%91%d7%99%d7%96%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%9c%d7%a7%d7%99-%d7%97%d7%99%d7%9c%d7%95%d7%a3-%d7%9c%d7%a7%d7%99%d7%90%d7%a7%d7%99-sit-on-top/
קיאקים,קיאקים,אביזרים וחלקי חילוף לקיאקי Touring,,,אין מידע,,,מוצר זה חסר כרגע במלאי ואינו זמין.,https://yamitysb.co.il/product/%d7%90%d7%91%d7%99%d7%96%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%9c%d7%a7%d7%99-%d7%97%d7%99%d7%9c%d7%95%d7%a3-%d7%9c%d7%a7%d7%99%d7%90%d7%a7%d7%99-touring/
קיאקים,קיאקים,אביזרים וחלקי חילוף לקיאקי מים סוערים,%d7%91%d7%9c%d7%95%d7%9f-%d7%a6%d7%99%d7%a4%d7%94-%d7%a7%d7%99%d7%90%d7%a7-%d7%99%d7%a8%d7%9b%d7%aa%d7%99%d7%99%d7%9d-kss,,0304W3530KSS,162,,אזל,https://yamitysb.co.il/product/%d7%90%d7%91%d7%99%d7%96%d7%a8%d7%99%d7%9d-%d7%95%d7%97%d7%9c%d7%a7%d7%99-%d7%97%d7%99%d7%9c%d7%95%d7%a3-%d7%9c%d7%a7%d7%99%d7%90%d7%a7%d7%99-%d7%9e%d7%99%d7%9d-%d7%a1%d7%95%d7%a2%d7%a8%d7%99%d7%9d-2/
קיאקים,קיאקים,אטם לאף,,,0305185,51,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%98%d7%9d-%d7%9c%d7%90%d7%a3/
קיאקים,קיאקים,אפודת ציפה SWIFT לחילוץ,,,03068673UN,1269,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-swift-%d7%9c%d7%97%d7%99%d7%9c%d7%95%d7%a5/
קיאקים,קיאקים,אפודת ציפה XIPE,xl,,03062399XL,880,,אזל,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-xipe-2/
קיאקים,קיאקים,אפודת ציפה XIPE,m-l-2,,03062399ML,880,,אזל,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-xipe-2/
קיאקים,קיאקים,אפודת ציפה Yak Kallista,wmn-xl,,03062333XL,570,,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-kallista-legacy/
קיאקים,קיאקים,אפודת ציפה Yak Kallista,m-l,,03062351ML,441,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-kallista-legacy/
קיאקים,קיאקים,אפודת ציפה Yak Kallista,xl,,03062351XL,441,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-kallista-legacy/
קיאקים,קיאקים,אפודת ציפה Yak Kallista,xxl,,03062351XXL,441,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-kallista-legacy/
קיאקים,קיאקים,אפודת ציפה Yak Kallista,jun,,03062351JUN,426,,נשארו במלאי רק 3,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-kallista-legacy/
קיאקים,קיאקים,אפודת ציפה Yak Kallista,s-m,,03062351SM,441,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-kallista-legacy/
קיאקים,קיאקים,אפודת ציפה לפולו קיאק PeakUK,,,אין מידע,,,מוצר זה חסר כרגע במלאי ואינו זמין.,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-%d7%9c%d7%a4%d7%95%d7%a4%d7%95-%d7%a7%d7%99%d7%90%d7%a7-peakuk/
קיאקים,קיאקים,אפודת ציפה סרף סקי Nelo,,,0330SRF23701,531,,קיים במלאי,https://yamitysb.co.il/product/%d7%90%d7%a4%d7%95%d7%93%d7%aa-%d7%a6%d7%99%d7%a4%d7%94-nelo/
קיאקים,קיאקים,"בורג 22מ""מ לקיאק אולימפי",,,0330SR214321,,,,https://yamitysb.co.il/product/%d7%91%d7%95%d7%a8%d7%92-22%d7%9e%d7%9e-%d7%9c%d7%a7%d7%99%d7%90%d7%a7-%d7%90%d7%95%d7%9c%d7%99%d7%9e%d7%a4%d7%99/
קיאקים,קיאקים,בורג ראש גומי לסרף סקי NELO,,,0330SR26044,,,,https://yamitysb.co.il/product/%d7%91%d7%95%d7%a8%d7%92-%d7%a8%d7%90%d7%a9-%d7%92%d7%95%d7%9e%d7%99-%d7%9c%d7%a1%d7%a8%d7%a3-%d7%a1%d7%a7%d7%99-nelo/
גלישת סאפ,גלשני סאפ,סאפ מתנפח חדש וקומפקטי AIR FLY SLT 2025,,,1025FLY104,1790,,נשארו במלאי רק 1,https://yamitysb.co.il/product/bee-2023/
גלישת סאפ,גלשני סאפ,סאפ מתנפח פאנאטיק  FLY AIR (ערכת קומפלט),410,אפור / ירוק,1025FLYPG104,1990,,קיים במלאי,https://yamitysb.co.il/product/fly-air-2122/
גלישת סאפ,גלשני סאפ,סאפ קשיח  FANATIC STUBBY-2022,38-2,,1020S10A0803,7384,4999,אזל,https://yamitysb.co.il/product/stubby-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח  FANATIC STUBBY-2022,107,,1020S10A0710,7384,4999,נשארו במלאי רק 1,https://yamitysb.co.il/product/stubby-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE – 2024,97-2,,1023ALLWAVE709,8722,6990,נשארו במלאי רק 1,https://yamitysb.co.il/product/all-wave-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE – 2024,28-3,,1023ALLWAVE82,7455,6990,נשארו במלאי רק 1,https://yamitysb.co.il/product/all-wave-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE – 2024,78,,1023ALLWAVE87,7455,6990,נשארו במלאי רק 1,https://yamitysb.co.il/product/all-wave-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE – 2024,108-2,,1023ALLWAVE810,7455,6990,אזל,https://yamitysb.co.il/product/all-wave-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE – 2024,29-2,,1023ALLWAVE902,7455,6990,נשארו במלאי רק 1,https://yamitysb.co.il/product/all-wave-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE-2022,88,,1020A10A088,7455,5250,אזל,https://yamitysb.co.il/product/all-wave-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE-2022,118,,1020A10A0811,7455,5250,אזל,https://yamitysb.co.il/product/all-wave-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE-2022,39-2,,1020A10A093,7455,4990,נשארו במלאי רק 1,https://yamitysb.co.il/product/all-wave-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC ALL WAVE-2022,79,,1020A10A097,7455,5250,אזל,https://yamitysb.co.il/product/all-wave-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC FLY – 2022,610-hrs,קשיח,1020F10A0106,7835,4999,נשארו במלאי רק 1,https://yamitysb.co.il/product/fly-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC FLY – 2022,211,קשיח,1021FLY112,7860,4999,אזל,https://yamitysb.co.il/product/fly-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC FLY – 2022,610,סופט-טופ,1021FLYSOFT106A,6869,4999,אזל,https://yamitysb.co.il/product/fly-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC FLY – 2022,211,סופט-טופ,1021FLYSOFT112,6869,4999,אזל,https://yamitysb.co.il/product/fly-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC FLY – 2022,010,HD,1021FLYHD10,6565,,נשארו במלאי רק 3,https://yamitysb.co.il/product/fly-2022/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC PROWAVE LTD,57-2,,1023PROLTD75,8639,7990,נשארו במלאי רק 1,https://yamitysb.co.il/product/prowave-ltd-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC PROWAVE LTD,107,,1023PROLTD710,8639,7990,אזל,https://yamitysb.co.il/product/prowave-ltd-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC PROWAVE LTD,38-2,,1023PROLTD83,8639,7990,נשארו במלאי רק 1,https://yamitysb.co.il/product/prowave-ltd-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC PROWAVE LTD,88-2,,1023PROLTD88,8639,7990,קיים במלאי,https://yamitysb.co.il/product/prowave-ltd-2023/
גלישת סאפ,גלשני סאפ,סאפ קשיח FANATIC STYLEMASTER – 2024,,,1023STYLEMASBAM10,7713,7713,נשארו במלאי רק 1,https://yamitysb.co.il/product/stylemaster-2023/
גלישת סאפ,גלשני סאפ,סאפ רייס FANATIC BLITZ – 2019 CARBON 14X24,014-bfx-x-0-24,,1019A40C142400,13100,7999,אזל,https://yamitysb.co.il/product/blitz-2022/
גלישת סאפ,גלשני סאפ,סאפ רייס FANATIC FALCON CARBON 14X26 2022,,,,13450,9500,,https://yamitysb.co.il/product/%d7%a1%d7%90%d7%a4-%d7%a8%d7%99%d7%99%d7%a1-fanatic-falcon-carbon-14x26-2022/
גלישת סאפ,גלשני סאפ,סאפ רייס FANATIC FALCON CARBON- 2019,14x26,,1021FALCARB1426,12948,7999,אזל,https://yamitysb.co.il/product/falcon-carbon-2022/
גלישת סאפ,סאפים משומשים,סאפ משומש קשיח  F-ONE papenno,,,,2000,,,https://yamitysb.co.il/product/%d7%9e%d7%a9%d7%95%d7%9e%d7%a9-f-one-papenno/
גלישת סאפ,סאפים משומשים,סאפ משומש קשיח ALL WAVE 9'3 2022,,,,4250,,,https://yamitysb.co.il/product/%d7%92%d7%9c%d7%a9%d7%9f-%d7%a1%d7%90%d7%a4-%d7%a7%d7%a9%d7%99%d7%97-%d7%9e%d7%a9%d7%95%d7%9e%d7%a9/
גלישת סאפ,סאפים משומשים,סאפ משומש קשיח FANATIC PROWAVE 2023 8'3,,,,4750,,,https://yamitysb.co.il/product/prowave-2021-83/
גלישת סאפ,סאפים משומשים,סאפ קשיח FANATIC STYLEMASTER 2021,,,,3890,,,https://yamitysb.co.il/product/%d7%9e%d7%a9%d7%95%d7%9e%d7%a9-fanatic-stylemaster-2021/
גלישת סאפ,סאפים משומשים,סאפ רייס משומש – 2015,,,,2900,,,https://yamitysb.co.il/product/%d7%9e%d7%a9%d7%95%d7%9e%d7%a9-prowave-2017-82/
גלישת סאפ,משוטי qb גלישת סאפ,מערכת מדידת ביצועים PaddleMate,,,0302POD1000,1810,,נשארו במלאי רק 2,https://yamitysb.co.il/product/paddlemate/
גלישת סאפ,משוטי qb גלישת סאפ,משוט QB- Stingray 72 Foil,,,090T039STNG72,3092,3092,נשארו במלאי רק 1,https://yamitysb.co.il/product/%d7%9e%d7%a9%d7%95%d7%98-qb-stingray-72-foil/
גלישת סאפ,משוטי qb גלישת סאפ,משוט QB-Ono Ava 105,,,090T039ONO105,2900,,,https://yamitysb.co.il/product/%d7%9e%d7%a9%d7%95%d7%98-qb-ono-ava-105/
גלישת סאפ,משוטי qb גלישת סאפ,משוט ילדים לסאפ QB MICRO  AC 66,,,090T0392,1603,1603,נשארו במלאי רק 1,https://yamitysb.co.il/product/trifecta/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB KANAHA 90,,,090T038,1750,,נשארו במלאי רק 2,https://yamitysb.co.il/product/qb-flyweight-2-ac-83/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB T2 85,,,090T039T285,2830,2830,המלאי אזל,https://yamitysb.co.il/product/v-drive-vector/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB UV FULL CARBON,77,,090T039UVC77,2807,2499,נשארו במלאי רק 2,https://yamitysb.co.il/product/uv/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB UV FULL CARBON,82,,090T039UVC82,2807,2499,נשארו במלאי רק 1,https://yamitysb.co.il/product/uv/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB UV FULL CARBON,88,,090T039UVC,2807,2499,נשארו במלאי רק 1,https://yamitysb.co.il/product/uv/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB UV-Hex-Flex,88,,090T039UVH,2294,2199,קיים במלאי,https://yamitysb.co.il/product/uv-hex-flex/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB UV-Hex-Flex,77,,090T039UVH77,2294,2199,נשארו במלאי רק 3,https://yamitysb.co.il/product/uv-hex-flex/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB UV-Hex-Flex,82,,090T039UVH82,2294,2199,קיים במלאי,https://yamitysb.co.il/product/uv-hex-flex/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB V-DRIVE,81,,090T039A,2807,2499,נשארו במלאי רק 1,https://yamitysb.co.il/product/v-drive-2/
גלישת סאפ,משוטי qb גלישת סאפ,משוט לסאפ QB V-DRIVE,71,,090T039E,2807,2499,נשארו במלאי רק 3,https://yamitysb.co.il/product/v-drive-2/
גלישת סאפ,משוטי fanatic,משוט 3 חלקים מתכוונן לסאפ FANATIC,,,090T0021A,450,,קיים במלאי,https://yamitysb.co.il/product/pure-adj-3-pc/
גלישת סאפ,משוטי fanatic,משוט לסאפ Diamond 35 ADJ3,,,090T004C3,890,,המלאי אזל,https://yamitysb.co.il/product/carbon-35-2/
גלישת סאפ,משוטי fanatic,משוט לסאפ FANATIC CARBON 80,6-75,,090T008B,1558,999,אזל,https://yamitysb.co.il/product/carbon-80/
גלישת סאפ,משוטי fanatic,משוט לסאפ FANATIC CARBON 80,7-25,,090T008A,1558,999,נשארו במלאי רק 1,https://yamitysb.co.il/product/carbon-80/
גלישת סאפ,משוטי fanatic,משוט לסאפ מתכוונן DIAMOND SLIM 3-ADJ,,,090T004C1,990,,המלאי אזל,https://yamitysb.co.il/product/carbon-50/
גלישת סאפ,משוטי fanatic,משוט מתכוונן לסאפ,,,090T002A,450,,קיים במלאי,https://yamitysb.co.il/product/pure-adj/
גלישת סאפ,משוטי fanatic,משוט קרבון לסאפ 3 חלקים,6-75,,090T004C,890,,אזל,https://yamitysb.co.il/product/diamond-carbon-35-adj-3-pc/
גלישת סאפ,משוטי fanatic,משוט קרבון מתכוונן 3 חלקים לסאפ,,,090T003,550,,המלאי אזל,https://yamitysb.co.il/product/carbon-35/
גלישת סאפ,משוטי fanatic,משוט קרבון מתכוונן לסאפ,אדום,,090T004A1,850,,אזל,https://yamitysb.co.il/product/carbon-35-3/
גלישת סאפ,משוטי fanatic,משוט קרבון מתכוונן לסאפ,לבנדר,,090T004A2,850,,נשארו במלאי רק 3,https://yamitysb.co.il/product/carbon-35-3/
גלישת סאפ,כיסויים גלישת סאפ,תיק לגלשן דאון ווינד DOWNWINDER,106-2,,08A705324610,484,,נשארו במלאי רק 1,https://yamitysb.co.il/product/twintip-boardbag-duotone/
גלישת סאפ,כיסויים גלישת סאפ,תיק לגלשן דאון ווינד DOWNWINDER,87,,08A705324708,529,,נשארו במלאי רק 1,https://yamitysb.co.il/product/twintip-boardbag-duotone/
